Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-02-03,INFY,EQ,2136.85,2136.85,2139.95,2102.0,2124.0,2120.9,2117.92,1316489,278821702955000.03,64490,821456,0.624
2015-02-04,INFY,EQ,2120.9,2139.9,2150.0,2126.4,2143.8,2142.85,2142.92,1290004,276437832800000.0,49317,889211,0.6893000000000001
2015-02-05,INFY,EQ,2142.85,2150.8,2220.0,2148.0,2186.0,2193.8,2189.61,2968984,650091182065000.0,112707,2025011,0.6820999999999999
2015-02-06,INFY,EQ,2193.8,2205.0,2247.8,2188.5,2228.0,2230.5,2229.51,1863432,415453392330000.0,79072,1073921,0.5763
2015-02-09,INFY,EQ,2230.5,2200.0,2254.0,2200.0,2245.0,2248.9,2238.75,1634217,365859728715000.0,96994,1074815,0.6577
2015-02-10,INFY,EQ,2248.9,2243.0,2298.0,2241.0,2268.0,2278.3,2270.89,2129230,483524235989999.94,84805,1385146,0.6505
2015-02-11,INFY,EQ,2278.3,2280.5,2293.2,2256.25,2287.8,2284.85,2279.82,1449243,330400908715000.0,58510,962023,0.6638
2015-02-12,INFY,EQ,2284.85,2283.0,2321.95,2273.0,2309.9,2311.2,2301.63,1571884,361789732150000.0,66827,995751,0.6335000000000001
2015-02-13,INFY,EQ,2311.2,2299.6,2326.7,2286.0,2294.0,2296.1,2303.89,1414379,325857185955000.0,46058,952136,0.6731999999999999
2015-02-16,INFY,EQ,2296.1,2280.3,2306.9,2265.25,2282.0,2278.75,2282.89,1561069,356375125700000.0,90275,1066397,0.6831
2015-02-18,INFY,EQ,2278.75,2290.55,2304.95,2258.15,2292.05,2296.5,2282.33,2153441,491485708295000.0,64543,1705768,0.7920999999999999
2015-02-19,INFY,EQ,2296.5,2294.0,2334.0,2292.05,2323.2,2324.7,2322.17,2418406,561593834135000.06,61974,1750981,0.7240000000000001
2015-02-20,INFY,EQ,2324.7,2328.5,2336.0,2276.9,2280.5,2283.1,2298.14,1742907,400544131090000.0,70405,1271861,0.7297
2015-02-23,INFY,EQ,2283.1,2300.0,2309.2,2248.1,2265.0,2265.6,2285.41,1272622,290846073495000.0,76169,871774,0.685
2015-02-24,INFY,EQ,2265.6,2279.0,2295.95,2257.6,2270.2,2272.8,2281.14,1609419,367131382515000.0,65245,999155,0.6208
2015-02-25,INFY,EQ,2272.8,2288.9,2334.8,2280.0,2314.0,2317.6,2316.82,1511243,350128166750000.0,60669,913751,0.6046
2015-02-26,INFY,EQ,2317.6,2307.5,2309.0,2245.4,2259.65,2258.1,2271.59,1611444,366054407405000.0,80377,993005,0.6162
2015-02-27,INFY,EQ,2258.1,2274.9,2280.65,2251.5,2268.7,2265.75,2268.66,1950269,442449118610000.06,74540,1341127,0.6877
2015-02-28,INFY,EQ,2265.75,2274.75,2307.9,2256.2,2298.0,2296.45,2281.05,799334,182331989600000.0,35786,305895,0.38270000000000004
2015-03-02,INFY,EQ,2296.45,2303.0,2308.5,2278.05,2287.5,2291.7,2290.03,1760248,403102087600000.0,88257,1243988,0.7067
2015-03-03,INFY,EQ,2291.7,2290.0,2302.95,2278.3,2298.0,2297.85,2293.39,1226388,281258706655000.03,63082,830415,0.6770999999999999
2015-03-04,INFY,EQ,2297.85,2300.0,2313.9,2251.9,2275.0,2274.65,2286.19,1093807,250065273560000.0,54424,662741,0.6059
2015-03-05,INFY,EQ,2274.65,2267.05,2298.75,2233.35,2249.0,2247.6,2257.52,1421229,320845538295000.0,52033,958567,0.6745
2015-03-09,INFY,EQ,2247.6,2259.0,2259.0,2179.0,2188.0,2190.05,2201.32,1996180,439423475839999.94,88526,1390422,0.6965000000000001
2015-03-10,INFY,EQ,2190.05,2198.1,2206.95,2160.2,2200.0,2198.0,2197.19,1582479,347700116270000.0,84918,1117333,0.7061000000000001
2015-03-11,INFY,EQ,2198.0,2194.1,2240.0,2169.1,2179.9,2182.2,2206.92,1695228,374123183715000.0,78278,1042916,0.6152000000000001
2015-03-12,INFY,EQ,2182.2,2179.0,2226.45,2177.0,2215.05,2218.3,2209.4,1422141,314207318125000.0,53839,984067,0.6920000000000001
2015-03-13,INFY,EQ,2218.3,2225.0,2230.0,2192.4,2220.0,2220.4,2213.76,1544921,342008679015000.0,70363,1004099,0.6498999999999999
2015-03-16,INFY,EQ,2220.4,2210.55,2282.0,2210.55,2261.0,2266.65,2256.43,1704658,384644186190000.0,72855,1183185,0.6940999999999999
2015-03-17,INFY,EQ,2266.65,2266.65,2279.5,2217.25,2245.0,2240.5,2244.71,1384828,310854000035000.0,61599,821180,0.593
2015-03-18,INFY,EQ,2240.5,2254.5,2262.85,2222.55,2233.0,2229.5,2238.36,1226391,274509982315000.0,58126,802850,0.6546
